amount,commission,investment_id|account_id|liability_id,isin,netCash,operationDate,originalCurrency,referenceCurrency,retention,symb,type,unitPrice,valueDate,_id
2234,"-3,90771",08efef50ca3a70a1bdb9cea5814e154d343dfe078d8734c55952a86179b47f19,US4642868222,"1558,97508",2022-12-19,USD,EUR,"-275,80596",+,Dividends,"0,82305",2022-12-19,ee5a24b47b180233d435406888ed5dfcc10a136b9b6f3eab02aedf849dfdba42
2234,"-1,094066",08efef50ca3a70a1bdb9cea5814e154d343dfe078d8734c55952a86179b47f19,US4642868222,"419,484024",2022-12-19,USD,EUR,"-74,215914",+,Dividends,"0,22148",2022-12-19,18a726d87e56c75006e4da31ca31abed81ca889af84c6916b86b8cf3eb0159df
40332,"-8,67",4773f8eb83d9eb41b3c61339f1a9ec3d8e78bed5c68c57ea3f9766809ee373a4,IE0008471009,"3459,88",2022-11-30,EUR,EUR,0,+,Dividends,"0,086",2022-11-30,b9d5d437bf9de35de7c6b6354caacdc16c12a61adb39f93f8a339981d1fc0a4a
3462,"-10,84",7a5ed001f006efe029272c3360ede535f873777b4c76ebf62777a786e5d5ae9a,IE00B3F81R35,"4323,93",2023-01-25,EUR,EUR,0,+,Dividends,"1,2521",2023-01-25,5c340839442d471ce8d02161ac6e00b188f24883530a975db86ba90752e79d9f
1575,"-8,720594",2244170681280c00bd89977456c342e7e350f92dfb0edecddf1d8c440b0aec61,IE00B4PY7Y77,"3480,853059",2022-11-30,USD,EUR,0,+,Dividends,"2,2156",2022-11-30,b28dcf6acdbc348c610606f83ce7f035751086a9d70bacaafbbac4830467d8d2
3204,"-13,75641",d59fadd8aa67332edd90345907b0f9d8417c624b30d16c05ed37e656997a7a41,US4642864007,"5492,17521",2022-12-19,USD,EUR,"-971,64309",+,Dividends,"2,02172",2022-12-19,cddbc9c2d8552e9254ab102871603bbb070e03e54dc21a8e46c32b9c8c841780
729,-1,a8bef207222a16eb22192956be1949321f98823d8922e2fc41a1e7739392ac2f,IE00B4WXJJ64,"297,89",2023-01-25,EUR,EUR,0,+,Dividends,"0,41",2023-01-25,2b7ec5d95c6228a8b0af288a5ffb842045437e79b9ff23e2a174ba3911c3fe0e
600000,0,755ab057be7c953b15072f4454737aa035c6bacf2a6373c70ef75b04d76b2f45,XS1693822634,"11542,5",2023-03-22,EUR,EUR,"-2707,5",+,Coupons,"0,02375",2023-03-22,cb6f769c10bd45b839f89bc788a8a1d001cf55dfcceb84b741083d06b7bef99a
600000,0,755ab057be7c953b15072f4454737aa035c6bacf2a6373c70ef75b04d76b2f45,XS1693822634,14250,2023-03-22,EUR,EUR,0,+,Coupons,"0,02375",2023-03-22,145549161ebcc6424ca06bdd62c6d6986e2474f683d4a8ff9a57d5a809e79204
600000,0,755ab057be7c953b15072f4454737aa035c6bacf2a6373c70ef75b04d76b2f45,XS1693822634,14250,2023-09-22,EUR,EUR,0,+,Coupons,"0,02375",2023-09-22,9bdb39193157e99a44c806363d8eba3c8bf2fc74dbb08f1970e9f585d87405e8
2892,"-1,088238",da3d984d5e135fb1f30550c75ddfdb68ad06ab821e0e9cba5af3b41369c7a0c3,US33734X8469,"233,427051",2022-12-30,USD,EUR,"-41,385051",+,Dividends,"0,0954",2022-12-30,7076bf4ff46bee01ccc269575ba30d49a3b8778c6877a673773fad9833d6bcaa
2645,"-8,02944",585e305328eba4883dba7c6bd469cb7d3956bbd49b5a348756b743bc608a40e3,IE00B6QGFW01,"3204,5952",2023-01-25,USD,EUR,0,+,Dividends,"1,2146",2023-01-25,57a16490332567831fa162e93855ceb5a0d5de92c96293460679ce08c817b6ef
3749,"-1,9642",36b30eef90b5096b008041b2483c10b433e39eaa268d8851f12d0d11f5d16179,IE00B02KXK85,"783,0753",2022-12-30,USD,EUR,0,+,Dividends,"0,2094",2022-12-30,c77bcba087337a58d86fdcb84438ac5dba19ede95d7c63d775d1cf28ca80d84d
8298,"-12,13614",353225a8dc049fa2013b8d5b93390257f4e64a8155bd6443bb4df7784977ecbc,US4642866408,"4845,00972",2022-12-19,USD,EUR,"-857,1546",+,Dividends,"0,68864",2022-12-19,f49ea3e11430bef9e2d98c2def625c3b6c2430aafee661ec8ab283ca61fc510c
5,"-32,81",014d97f1e69d325386e2d83033a2f499e78322016274e721344d1242bb5c8c8d,XS1692931121,"13092,19",2022-12-29,EUR,EUR,0,+,Coupons,2625,2022-12-29,cbc88bcb1135d1b7d9a3bb5e68af004c4980266f046ef5c86caf26bacf957be4
5,"-19,69",014d97f1e69d325386e2d83033a2f499e78322016274e721344d1242bb5c8c8d,XS1692931121,"13105,31",2023-03-29,EUR,EUR,0,+,Coupons,2625,2023-03-29,caf9e1dc8b8698e567ddc8292bc59af6aa61bdd217a7ab904c3ed7694bc70258
5,"-19,69",014d97f1e69d325386e2d83033a2f499e78322016274e721344d1242bb5c8c8d,XS1692931121,"13105,31",2023-06-29,EUR,EUR,0,+,Coupons,2625,2023-06-29,b1cb03464778adcc78b3af97091c05faab4935a2d5d067782a4265c699a51ddb
5,"-19,69",014d97f1e69d325386e2d83033a2f499e78322016274e721344d1242bb5c8c8d,XS1692931121,"13105,31",2023-09-29,EUR,EUR,0,+,Coupons,2625,2023-09-29,1c93d2ca8018d754e0fe22b0626a9177c476d843ab40746b9edbd7e36cd65f29
15300,"-274,39",00e86cff986b0fc5426e090bb65effaad47e298f032664219cdc0ccfb20c2000,IE00BDFL4P12,"110029,84",2022-12-22,USD,EUR,,+,ETF - Buy,"7,17",2022-12-28,1de532620e1f02adb5ea3c111c1f33441e22604487c6695bce211b40a894eb8e
800000,"-778,59",66a88003479140eb4fce6b54d0cad4ccdd0d26d0bd11f7e29e9fb2b308e02ea3,ES0840609046,"779372,07",2023-06-21,EUR,EUR,,+,Buy,"0,9732",2023-06-23,61a1268458fd3c52e897afc4dd1a272174607c9f421b858b0d5576727733ac0a
800000,0,66a88003479140eb4fce6b54d0cad4ccdd0d26d0bd11f7e29e9fb2b308e02ea3,ES0840609046,16500,2023-09-13,EUR,EUR,0,+,Coupons,"0,020625",2023-09-13,f24f4deb84b220a36c4e3d1a80a4a8ec1e227bee579d5e50d5437bb1184e6b1e
600000,"-597,27",fab9439f19c157ef11d5cabbdc6a032593ef2e8fab4e22da1c79c7e352d378a3,XS2638924709,"597870,37",2023-06-21,EUR,EUR,,+,Buy,"0,995",2023-06-23,d292415419085cb2e1ba69f1f031cb351926dbb69d9ba9b7820ef9db2d2e0f4b
600000,0,fab9439f19c157ef11d5cabbdc6a032593ef2e8fab4e22da1c79c7e352d378a3,XS2638924709,"12562,5",2023-09-21,EUR,EUR,0,+,Coupons,"0,0209375",2023-09-21,a43149e5fc4abd23e2ead6fd7e055be5361f4547f9515bc378bfaf874698000e
800000,"-784,47",94e12a68af486780a9b2e6d89f2fb7152c8c470e36e70c5ed6fee5d90a24285e,ES0840609004,"785251,86",2023-06-21,EUR,EUR,,+,Buy,"0,9806",2023-06-23,28d452587ccf10193036175a5bfc9e1d8c44bd3fb8c93d3eff628ab0fde3faaf
800000,0,94e12a68af486780a9b2e6d89f2fb7152c8c470e36e70c5ed6fee5d90a24285e,ES0840609004,13500,2023-09-13,EUR,EUR,0,+,Coupons,"0,016875",2023-09-13,84c8b626d4e2c2ebe2c6dcf4985495752b3562048833714fa3b22b262dfb72c5
"2190,58051",,1e7ce93893d8b7368f15ab8acecc3677658542abed4831c63db20e0251dcf742,LU0434580865,"415027,38",2023-01-18,EUR,EUR,,-,Reimbursement,"189,4599984367",2023-01-18,82e591afcc481185109c8ec1d087477e16cbae37afb7699ffa1b605c940afebd
"1470,033",,e7fb5b931fa424dca7829a85190a2b5c89a55dffa84807fc5746e30592ff034b,LU1587985224,"257784,99",2023-05-30,EUR,EUR,,-,Reimbursement,"175,3600021224",2023-05-30,fc951de7b1a45ac65f7467e5fbd276363231a44a31efb5f1c590982a88906dfe
8000000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-10-11,,,,,Other,0,2022-10-11,4dfbc4beb007a7cf620b8ffb1db78327612c5e678caf1394463c1decf97ba5a5
"444,41",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-10-18,,,,,Other,0,2022-10-17,fef31a947c30c3f1d13955950c460d7782e90df25357e7891e73995ec800245f
"1032773,53",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-10-19,,,,,Transfers,0,2022-10-19,0b7d8cb7b6420b724000450eb2eb3e7f866cf452c1f57505aaa10091265e9c84
"2209,69",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-10-21,,,,,Other,0,2022-10-20,acf50ab8aafa8f314ed77f79d19807918c7ba260954dd2eca97d0a231dd9809c
"1799,96",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-10-26,,,,,"Deposit of dividends, coupons and other",0,2022-10-26,ee029d254aa5b3552b537c5708c3e71297d94005aba33fe2c4712de7c56dae1f
261690,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-11-27,,,,,Transfers,0,2022-11-27,892febc4629f402a34672acb29b275ea2c694c5bb186c640846b08c66b12b7fa
"1524,72",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-11-30,,,,,"Deposit of dividends, coupons and other",0,2022-11-30,8e8a2f5280a8634f367fcbb8c802388725d888e11e0d593c2320e7f6c905794b
"3459,88",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-11-30,,,,,"Deposit of dividends, coupons and other",0,2022-11-30,90acb2ff8720408c55fee445e727b03ee63c8492271628442be40df690faa142
"6479,76",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-12,,,,,"Deposit of dividends, coupons and other",0,2022-12-07,8de8d8aee185c963845a90fae868ca4ad607d29133931331867e1474d609e694
15,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Payment of commissions,0,2022-12-13,cbbf3857f2309128462cbd96fe218cf7321b2243d07ec514fa40c4469d61bd84
200000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Transfers,0,2022-12-13,048bc876bfabbea6ca338e5d7e12d7fc21d1048afcf53f16bc8c7f8d74c8be09
375000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Other,0,2022-12-13,ab0fb5884f7fdc8ee37a9c91efea43809589f537a2c1caca9fec1514510ef2a9
15,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Payment of commissions,0,2022-12-13,2f6edc5e47a7943a998a8d2c2f4a50f675505436ca3651c0ca751f2b7739d27e
"13276,73",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Other,0,2022-12-13,4582dd35cd245c9307581d54144903fac8f3b7a1a2083a7c3b9888299bd24d80
15,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Payment of commissions,0,2022-12-13,61a4d222965bfb6659507c9dde533445bed66f67432405405b5d949c189e3900
"41946,7",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Other,0,2022-12-13,8675b4a09c5e8fdff71ebc300c3253875e50aa6bba9a0696b5e482dce297946a
"80767,06",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-13,,,,,Other,0,2022-12-13,ba177776cb9904e3127314d730e28ead75d168a52e40f1c33784e851d4c8dde7
60000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-15,,,,,Other,0,2022-12-15,ade11945f3121945f545c76e33e399d7a76c420e24694793fe7cf6377e70a881
"920063,83",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-20,,,,,Transfers,0,2022-12-20,73d245e092fa93ce323b370b7918062d4796de9c104b54aa9bec0581eabe7151
"2631,25",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-20,,,,,Transfers,0,2022-12-20,0632041a25f421b7f74b21c62734fc6690f5878204df3d4c68e6364609094b36
2009042,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-22,,,,,Transfers,0,2022-12-22,c0799cb8b3ad89c605f928c8bbf61d4641d792b79078a5ef3447d79b901a678c
1056741,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-22,,,,,Transfers,0,2022-12-22,7048762e1678697865ebb19d5ef78dc4db0ebf5750c3018e51ff6b1f04c51d12
175000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-23,,,,,Other,0,2022-12-23,87d6fda6846cf6a7215c34e37a3ce2f6e6b6a413390ca4ca62cae475ff9faa61
1,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-27,,,,,Transfers,0,2022-12-27,815f8418edfd04fea105fe06519e24ef70c1f5423b6521e6d7eff5cfc155a187
1,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-27,,,,,Transfers,0,2022-12-27,1853363d1fa679cf90f4828bc63005d8d6c0b63d56c00d36f0458ea90fec29e9
"13092,19",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-29,,,,,Other,0,2022-12-29,2349e28b1cd3f2523ac5e57fc5507bf145c0084630cbbbd16632f81f8633b4fe
"519,88",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-30,,,,,"Deposit of dividends, coupons and other",0,2022-12-30,47949dd1434d53d3e491e7f2a876c02d0f36b8aea184cd5cdb8ebf33f76907f2
"12080,16",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-01,,,,,Charge for commissions on financial assets,0,2023-01-01,de034a16fef7f795ed516d5835a5cee87e45a52d480ff7589836667723aa00b2
"1607,91",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2022-12-30,,,,,"Deposit of dividends, coupons and other",0,2022-12-30,52780369e4b491e21d2d4c3c3d4b110ce70a1aaee5529c95a4ddfcb158d0578d
20,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-02,,,,,Other,0,2023-01-01,74fd486719046ecc8dce66bf922de4531f425df65b748bbccca757db6cde6f0c
20,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-02,,,,,Other,0,2023-01-01,232a1fc4b92a5dcac308cbb188cb40af0e27e6c263982c7c217a9a26a786d0d1
"2631,25",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-04,,,,,Other,0,2023-01-04,e540adf77e997d8b150e3cd1bacedda9b32ddf214aed2220058d45728eac7aff
"3,95",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-09,,,,,Payment of commissions,0,2023-01-09,325cc9c14726f7751b5c1accecb6b4b85bc86c76121e7c7092ba882b43b62c59
"440,73",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-09,,,,,Other,0,2023-01-09,c18557a7c184653c056afec387f38edd3003f28fb46d13df388da732d72d35e8
1,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-11,,,,,Transfers,0,2023-01-11,365c87bb7eea418156e32338bb2782b227417229f9a888939951ba8dc496bd1c
"4510477,38",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-12,,,,,Transfers,0,2023-01-12,ebef24b07624718a95cd36675e0f6b141dd30e92fe7efd527c068a33d9714292
16000000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-12,,,,,Other,0,2023-01-12,7b6d8870f5ed4f5945231c3b8fc1ee8b4101a31407371595958da90c2aae12e5
"3891591,94",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-12,,,,,Transfers,0,2023-01-12,89840ad122575133afed61ef03d1bff55d142a5d0cd67787525b7aeb1bf67a2c
"3104,22",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-17,,,,,Other,0,2023-01-11,dd5dbab24471b1da041dbfaf82f9aff0d5d5d4e9daedf237e8a89054e40a8ac3
"415027,38",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-19,,,,,Receipt on account of sale of financial assets,0,2023-01-20,86fb53e10ded0c7c27ebfb09fd388c20c35e8b9da44520ffb17f7309d21a7ac8
800000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-20,,,,,Debit to account for purchase of financial assets,0,2023-01-20,c6b9b265d2bb469816393f42c9e4695c3ac59ead0ba142e66b6cd2a5bbbaf60d
"1634,14",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-25,,,,,"Deposit of dividends, coupons and other",0,2023-01-25,5e30df629f65eb231570f5aacacd963f2a706d860b14da92787b131f97a81ac8
"297,89",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-25,,,,,"Deposit of dividends, coupons and other",0,2023-01-25,e06a2e6937e9bc1c27b91714ad803038789cdd1feb4e16cc4a358796b786922f
"65,01",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-25,,,,,"Deposit of dividends, coupons and other",0,2023-01-25,d4ec9d5a8b18700d21b38b844558794d7c5b2009ba8d06b176d7fa33b6ff7050
3360000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-26,,,,,Transfers,0,2023-01-26,9d72bf0270d8849b5d35c216b40ac7b31e1033c19bdb2ee1cfeef55f845ba850
"14772,73",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-31,,,,,Transfers,0,2023-01-31,a28c209c7b29119816faabb4a604873890672228202ac5cf0cb1a8d7ccd84875
"4323,93",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-01-31,,,,,"Deposit of dividends, coupons and other",0,2023-01-25,34890389524dc6d79f30af223a77334d116506e3abeebe52a98e72edbca45ee9
4288173,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-01,,,,,Transfers,0,2023-02-01,02f96826ac8d5358c6d3b14c1358da56e4ba913af9d496f0f331b7594aa641d3
"5633798,21",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-01,,,,,Transfers,0,2023-02-01,e320080ce7cbef76fced2bb8ae5b224723603bd74edefa96661d5baf02f8833e
"1999,3",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-01,,,,,Other,0,2023-01-31,92c3fd287a9d739a1d063c8004451019d354aa893c7d0762163ab455cd8a0930
"277466,3",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-01,,,,,Transfers,0,2023-02-01,44d21a2e8469454686e0bfaecb12102fdd8f596afff197d768dc3183863a7102
"440,73",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-01,,,,,Transfers,0,2023-02-01,b8c797bb588529f220c6e31c725631973875bb973ec91176e9d3b823516cf98f
"1501697,18",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-01,,,,,Transfers,0,2023-02-01,3d5433314df5f1300d794f61240297860952638de7c5883ea7bfed6437323258
16000000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-09,,,,,Other,0,2023-02-09,6976b07431bdc6e4a2d47268a89f7883d9b7642cbebc1b194a18876c06fc3ff1
320000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-09,,,,,Transfers,0,2023-02-09,65042a15ce2db10ac2496d340fc860c2257c3f29704ce3961abead29479ba0db
"6928394,49",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-14,,,,,Transfers,0,2023-02-14,7b0e056e909fa55418d9415cbdec96406a8e1ca019874579acba7e5aa9830525
"6921,94",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-27,,,,,"Deposit of dividends, coupons and other",0,2023-02-28,f24be1c22fcad8fa2f274fc035d7be864a1f81d03af53dd57dfefa3c385604d2
320000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-27,,,,,Other,0,2023-02-27,4a1ae299237e95645e1f9f189005898e66776dae418e5e9c4ada07a80857b9b3
"532,95",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-01,,,,,Other,0,2023-03-01,920886ba580765a9ae7704c40686bbfa73755662956da4c832bd2984ca98dc1d
"1218,15",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-02-28,,,,,"Deposit of dividends, coupons and other",0,2023-02-28,5b62f6d4ac577091846ab3565325c01d20d4b884cc1dc246298ce314ad7c0e31
160000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-03,,,,,Transfers,0,2023-03-03,63f174282f4434efdaf829d9b852edad5ba5d980b0c2616a9d932349fde7eabd
"2599529,23",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-10,,,,,Transfers,0,2023-03-10,d4c5f65b4504e5d4d9c780ea116ee76d3f00744019429218a2b2f885b5d50317
"382019,04",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-10,,,,,Transfers,0,2023-03-10,93778c95c6795050fae80842e01c2bfd972e9174e35a7e952476ddd20b467e2e
1000000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-14,,,,,Other,0,2023-03-14,674d0063cb6551a19ecdff8d0f64b3dfe88a7f652e203e185334b88cf13e6b92
1000000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-14,,,,,Other,0,2023-03-14,f7796c28bc5d300b2f2f247ca60f471d63efb3b0cebb727e17b39f6aa0e3ac7f
1000000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-14,,,,,Other,0,2023-03-14,e07f9fcf0aaf922ba8d6a2054a1f0fe95469550430b7c8a619617312ef964b8a
6000000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-16,,,,,Other,0,2023-03-16,89744c76a1f8fc2ce42de8a3429a50d85445ff78c9261b174691734bb7a3215d
"11542,5",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-22,,,,,Other,0,2023-03-22,8c7507ededd8248f580d8ec87a8f77267d665d7821afbbcaa2a519d225259b0f
"13105,31",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-29,,,,,Other,0,2023-03-29,b346c6369a0a320708f201d81bb68104abf7f8e052a8ce7c0838e8c5eed4e824
"1771,59",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-29,,,,,"Deposit of dividends, coupons and other",0,2023-03-29,b93ccfe4ee3d1369a7809677e3cb8d0f880c5f9fd5c7f54066a4368b6d2654de
"2680,13",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-29,,,,,"Deposit of dividends, coupons and other",0,2023-03-29,4653bb88dbdb06aa9eea28623a89b9691f062b807603a5ce023e4af10c6eaeb3
"473,83",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-03-30,,,,,"Deposit of dividends, coupons and other",0,2023-03-29,6b65d20bd966ea226f8e7ad578b7ef4a5d5a43b85bd13c757ca010c0da97c751
30,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-04-01,,,,,Other,0,2023-04-01,dc5e33f60ce8ba45ec362e0f245c5b70acd4344d8e74aa0c4a957ff48c106955
30,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-04-01,,,,,Other,0,2023-04-01,890c9f3434c1475171b4d9ad8bc1b7d128b94094cfcbe4c20fd46b8d68ea1b70
1160339,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-04-03,,,,,Transfers,0,2023-04-03,10626aa0089f47ed933345a1b060bca9758d70085579a530e65d1c3b035e68de
353240,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-04-03,,,,,Transfers,0,2023-04-03,d9f5efa1b2601437b741709e1af9806d51c064b77d25ab1a2004ca450e9fac53
"11542,5",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-04-25,,,,,Other,0,2023-03-22,623dc4719bd0be158ccc6f8f4aa78ef76d898c3d83405f1c051035dfe14421ed
14250,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-04-25,,,,,Other,0,2023-03-22,96cf08baca13f05259f3f7421b3b27a15eef0c39665fb65c55e355d88e36d539
"1890,62",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-04-26,,,,,"Deposit of dividends, coupons and other",0,2023-04-26,ef15656e42c9f75c0bb7f113cdd5280f385bfc11bcf4d08173a4756682a3fad6
"1566,86",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-05-01,,,,,Other,0,2023-04-30,9ca90fdb9c33d6a0a5b440b51c47d39c8d850140682d771997cfe86488c8cb05
"8264,45",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-05-04,,,,,"Deposit of dividends, coupons and other",0,2023-05-04,d31a9431bf33a9ebb1a714dfe5550128e0821ada80162ece463a752de7e2f7b6
125000,,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-05-05,,,,,Transfers,0,2023-05-05,c4199235cbca41e6f0b85946679feb906bc9573663360257453b5c03a89cfffd
"8237,62",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-05-11,,,,,"Deposit of dividends, coupons and other",0,2023-05-11,00db225eacae251cdc71686f0fdfba4cb27b6015a5865d2bb312c2cab1a3b973
"574875,55",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-05-15,,,,,Transfers,0,2023-05-15,c3e115ebfad5c70f428a85dc7857161def809981b61b1be9e85c21f45e958a1d
"1616,22",,77f45dfddd007cacc35d6015dbb80f46333d4ff87821593be9139dfa9462f592,,,2023-05-30,,,,,"Deposit of dividends, coupons and other",0,2023-05-30,435e2894a1677cbc53721b551b93ffe599f4f4a4307a96b88856e358dd4f12b8
